"","HINS1","HINS2","HICOV","SCHL","ENG","English","Education","Work_Insurance","Private_Insurance","Health_Insurance_Covered"
"4102",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"4103",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4104",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4105",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"4106",1,0,1,18,2,"Well","Some college, but less than 1 year","Yes","No","Yes"
"4107",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4108",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4109",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"4110",0,0,1,1,2,"Well","No Schooling Completed","No","No","Yes"
"4111",0,0,1,21,3,"Not Well","Bachelor's degree","No","No","Yes"
"4112",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4113",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4114",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4115",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"4116",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4117",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4118",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4119",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"4120",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"4121",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4122",0,0,1,7,4,"Not at all","Grade 4","No","No","Yes"
"4123",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4124",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4125",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"4126",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"4127",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4128",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4129",0,0,0,12,3,"Not Well","Grade 9","No","No","No"
"4130",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"4131",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4132",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4133",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4134",0,1,1,15,2,"Well","12th Grade - no diploma","No","Yes","Yes"
"4135",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4136",0,0,1,21,3,"Not Well","Bachelor's degree","No","No","Yes"
"4137",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4138",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"4139",1,0,1,9,1,"Very Well","Grade 6","Yes","No","Yes"
"4140",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"4141",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"4142",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4143",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"4144",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"4145",0,0,0,24,2,"Well","Doctorate degree","No","No","No"
"4146",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"4147",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4148",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4149",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4150",0,0,1,18,1,"Very Well","Some college, but less than 1 year","No","No","Yes"
"4151",0,1,1,22,2,"Well","Master's degree","No","Yes","Yes"
"4152",0,0,1,13,2,"Well","Grade 10","No","No","Yes"
"4153",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4154",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4155",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"4156",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"4157",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4158",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"4159",0,0,1,23,3,"Not Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"4160",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4161",1,1,1,12,1,"Very Well","Grade 9","Yes","Yes","Yes"
"4162",1,0,1,18,3,"Not Well","Some college, but less than 1 year","Yes","No","Yes"
"4163",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"4164",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4165",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"4166",0,0,1,12,3,"Not Well","Grade 9","No","No","Yes"
"4167",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4168",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"4169",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"4170",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"4171",0,1,1,24,1,"Very Well","Doctorate degree","No","Yes","Yes"
"4172",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4173",1,0,1,1,2,"Well","No Schooling Completed","Yes","No","Yes"
"4174",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"4175",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4176",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4177",0,0,1,17,1,"Very Well","GED or alternative credential","No","No","Yes"
"4178",1,1,1,16,2,"Well","Regular high school diploma","Yes","Yes","Yes"
"4179",1,1,1,14,1,"Very Well","Grade 11","Yes","Yes","Yes"
"4180",0,1,1,20,1,"Very Well","Associate's degree","No","Yes","Yes"
"4181",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4182",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4183",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4184",1,0,1,10,1,"Very Well","Grade 7","Yes","No","Yes"
"4185",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"4186",1,0,1,3,3,"Not Well","Kindergarten","Yes","No","Yes"
"4187",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"4188",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"4189",0,0,0,9,3,"Not Well","Grade 6","No","No","No"
"4190",1,0,1,18,1,"Very Well","Some college, but less than 1 year","Yes","No","Yes"
"4191",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4192",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"4193",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"4194",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"4195",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4196",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"4197",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"4198",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4199",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4200",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4201",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4202",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4203",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4204",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4205",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4206",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"4207",0,0,1,3,2,"Well","Kindergarten","No","No","Yes"
"4208",0,0,1,1,4,"Not at all","No Schooling Completed","No","No","Yes"
"4209",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"4210",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"4211",0,0,1,1,1,"Very Well","No Schooling Completed","No","No","Yes"
"4212",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"4213",0,0,0,1,3,"Not Well","No Schooling Completed","No","No","No"
"4214",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"4215",0,1,1,1,1,"Very Well","No Schooling Completed","No","Yes","Yes"
"4216",0,0,1,17,3,"Not Well","GED or alternative credential","No","No","Yes"
"4217",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4218",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4219",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4220",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"4221",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4222",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"4223",1,0,1,15,3,"Not Well","12th Grade - no diploma","Yes","No","Yes"
"4224",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"4225",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4226",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"4227",1,0,1,2,1,"Very Well","Nursery School or Pre-school","Yes","No","Yes"
"4228",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4229",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4230",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4231",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4232",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4233",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4234",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4235",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"4236",1,0,1,7,3,"Not Well","Grade 4","Yes","No","Yes"
"4237",1,0,1,13,2,"Well","Grade 10","Yes","No","Yes"
"4238",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"4239",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"4240",1,0,1,20,3,"Not Well","Associate's degree","Yes","No","Yes"
"4241",1,0,1,19,3,"Not Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4242",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4243",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4244",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"4245",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"4246",0,0,1,12,1,"Very Well","Grade 9","No","No","Yes"
"4247",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"4248",1,0,1,15,1,"Very Well","12th Grade - no diploma","Yes","No","Yes"
"4249",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4250",1,0,1,1,3,"Not Well","No Schooling Completed","Yes","No","Yes"
"4251",0,1,1,21,2,"Well","Bachelor's degree","No","Yes","Yes"
"4252",0,0,0,12,2,"Well","Grade 9","No","No","No"
"4253",0,0,0,7,2,"Well","Grade 4","No","No","No"
"4254",1,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","Yes","Yes"
"4255",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"4256",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4257",1,0,1,16,3,"Not Well","Regular high school diploma","Yes","No","Yes"
"4258",1,0,1,11,1,"Very Well","Grade 8","Yes","No","Yes"
"4259",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4260",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4261",0,0,1,14,1,"Very Well","Grade 11","No","No","Yes"
"4262",1,1,1,24,1,"Very Well","Doctorate degree","Yes","Yes","Yes"
"4263",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4264",1,0,1,15,2,"Well","12th Grade - no diploma","Yes","No","Yes"
"4265",1,0,1,17,2,"Well","GED or alternative credential","Yes","No","Yes"
"4266",0,1,1,17,3,"Not Well","GED or alternative credential","No","Yes","Yes"
"4267",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4268",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4269",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4270",1,0,1,4,1,"Very Well","Grade 1","Yes","No","Yes"
"4271",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4272",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4273",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4274",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4275",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4276",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"4277",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4278",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"4279",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"4280",0,0,0,10,4,"Not at all","Grade 7","No","No","No"
"4281",0,0,0,8,4,"Not at all","Grade 5","No","No","No"
"4282",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"4283",1,0,1,19,2,"Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4284",0,1,1,19,1,"Very Well","1 or more years of college credit, no degree","No","Yes","Yes"
"4285",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4286",0,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"4287",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4288",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4289",0,1,1,8,1,"Very Well","Grade 5","No","Yes","Yes"
"4290",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4291",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4292",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4293",0,0,1,20,3,"Not Well","Associate's degree","No","No","Yes"
"4294",0,0,1,20,3,"Not Well","Associate's degree","No","No","Yes"
"4295",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4296",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4297",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4298",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4299",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4300",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4301",1,0,1,10,1,"Very Well","Grade 7","Yes","No","Yes"
"4302",0,0,1,17,2,"Well","GED or alternative credential","No","No","Yes"
"4303",0,0,0,16,2,"Well","Regular high school diploma","No","No","No"
"4304",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4305",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4306",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4307",0,0,1,21,1,"Very Well","Bachelor's degree","No","No","Yes"
"4308",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4309",0,0,0,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","No","No"
"4310",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4311",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4312",1,0,1,8,1,"Very Well","Grade 5","Yes","No","Yes"
"4313",1,0,1,6,1,"Very Well","Grade 3","Yes","No","Yes"
"4314",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4315",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4316",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4317",1,0,1,21,3,"Not Well","Bachelor's degree","Yes","No","Yes"
"4318",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4319",0,0,1,12,3,"Not Well","Grade 9","No","No","Yes"
"4320",0,0,1,1,3,"Not Well","No Schooling Completed","No","No","Yes"
"4321",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4322",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4323",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4324",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4325",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"4326",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4327",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"4328",0,0,1,3,1,"Very Well","Kindergarten","No","No","Yes"
"4329",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4330",0,0,1,18,3,"Not Well","Some college, but less than 1 year","No","No","Yes"
"4331",1,1,1,22,3,"Not Well","Master's degree","Yes","Yes","Yes"
"4332",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4333",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4334",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"4335",0,0,1,9,1,"Very Well","Grade 6","No","No","Yes"
"4336",0,0,1,8,1,"Very Well","Grade 5","No","No","Yes"
"4337",0,0,1,6,1,"Very Well","Grade 3","No","No","Yes"
"4338",0,0,1,7,1,"Very Well","Grade 4","No","No","Yes"
"4339",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4340",1,0,1,13,1,"Very Well","Grade 10","Yes","No","Yes"
"4341",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4342",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4343",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4344",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4345",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4346",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4347",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4348",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4349",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4350",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4351",0,0,1,5,3,"Not Well","Grade 2","No","No","Yes"
"4352",1,1,1,24,1,"Very Well","Doctorate degree","Yes","Yes","Yes"
"4353",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4354",1,0,1,11,3,"Not Well","Grade 8","Yes","No","Yes"
"4355",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4356",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4357",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4358",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4359",1,0,1,17,1,"Very Well","GED or alternative credential","Yes","No","Yes"
"4360",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"4361",0,0,1,3,2,"Well","Kindergarten","No","No","Yes"
"4362",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4363",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4364",0,0,1,6,4,"Not at all","Grade 3","No","No","Yes"
"4365",1,1,1,21,1,"Very Well","Bachelor's degree","Yes","Yes","Yes"
"4366",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4367",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4368",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"4369",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4370",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4371",0,0,1,24,2,"Well","Doctorate degree","No","No","Yes"
"4372",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4373",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4374",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4375",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4376",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4377",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4378",0,0,1,23,2,"Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"4379",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4380",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4381",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4382",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4383",0,1,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","Yes","Yes"
"4384",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4385",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4386",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4387",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4388",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"4389",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"4390",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4391",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4392",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4393",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4394",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4395",0,0,1,16,1,"Very Well","Regular high school diploma","No","No","Yes"
"4396",0,0,1,21,2,"Well","Bachelor's degree","No","No","Yes"
"4397",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"4398",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4399",0,0,1,19,1,"Very Well","1 or more years of college credit, no degree","No","No","Yes"
"4400",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4401",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4402",1,0,1,1,1,"Very Well","No Schooling Completed","Yes","No","Yes"
"4403",0,1,1,16,1,"Very Well","Regular high school diploma","No","Yes","Yes"
"4404",1,0,1,19,1,"Very Well","1 or more years of college credit, no degree","Yes","No","Yes"
"4405",0,0,1,16,3,"Not Well","Regular high school diploma","No","No","Yes"
"4406",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4407",1,0,1,24,1,"Very Well","Doctorate degree","Yes","No","Yes"
"4408",0,0,1,15,4,"Not at all","12th Grade - no diploma","No","No","Yes"
"4409",0,0,0,22,1,"Very Well","Master's degree","No","No","No"
"4410",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4411",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4412",1,0,1,21,2,"Well","Bachelor's degree","Yes","No","Yes"
"4413",1,0,1,22,3,"Not Well","Master's degree","Yes","No","Yes"
"4414",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"4415",0,0,1,16,2,"Well","Regular high school diploma","No","No","Yes"
"4416",0,0,1,19,2,"Well","1 or more years of college credit, no degree","No","No","Yes"
"4417",0,0,1,14,2,"Well","Grade 11","No","No","Yes"
"4418",0,1,1,18,1,"Very Well","Some college, but less than 1 year","No","Yes","Yes"
"4419",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"4420",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4421",1,0,1,20,1,"Very Well","Associate's degree","Yes","No","Yes"
"4422",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4423",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4424",1,0,1,16,1,"Very Well","Regular high school diploma","Yes","No","Yes"
"4425",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4426",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4427",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"4428",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4429",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4430",0,0,1,12,2,"Well","Grade 9","No","No","Yes"
"4431",0,0,1,5,3,"Not Well","Grade 2","No","No","Yes"
"4432",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4433",1,1,1,22,1,"Very Well","Master's degree","Yes","Yes","Yes"
"4434",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4435",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4436",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4437",1,0,1,22,1,"Very Well","Master's degree","Yes","No","Yes"
"4438",1,0,1,22,2,"Well","Master's degree","Yes","No","Yes"
"4439",1,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","Yes","No","Yes"
"4440",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4441",1,0,1,5,1,"Very Well","Grade 2","Yes","No","Yes"
"4442",1,0,1,3,1,"Very Well","Kindergarten","Yes","No","Yes"
"4443",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4444",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4445",1,0,1,24,2,"Well","Doctorate degree","Yes","No","Yes"
"4446",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"4447",0,1,1,22,1,"Very Well","Master's degree","No","Yes","Yes"
"4448",0,0,1,20,1,"Very Well","Associate's degree","No","No","Yes"
"4449",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"4450",0,0,0,21,1,"Very Well","Bachelor's degree","No","No","No"
"4451",0,0,1,22,1,"Very Well","Master's degree","No","No","Yes"
"4452",0,0,1,11,3,"Not Well","Grade 8","No","No","Yes"
"4453",1,0,1,16,2,"Well","Regular high school diploma","Yes","No","Yes"
"4454",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4455",0,0,1,23,1,"Very Well","Professional degree beyond a bachelor's degree","No","No","Yes"
"4456",0,1,1,21,1,"Very Well","Bachelor's degree","No","Yes","Yes"
"4457",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4458",1,0,1,21,1,"Very Well","Bachelor's degree","Yes","No","Yes"
"4459",0,1,1,24,1,"Very Well","Doctorate degree","No","Yes","Yes"
"4460",1,0,1,14,1,"Very Well","Grade 11","Yes","No","Yes"
